orig_source	seqid	short_seqid	label	taxon	kingdom	phylum	klass	order	family	master_seqid	orig_seqid	exons	adj_exons
bothref99_annots.tsv	sp|Q54QD1|PKS23_DICDI	PKS23_DICDI	sp|Q54QD1|PKS23_DICDI Probable polyketide synthase 23	Dictyostelium  sp.	 Eukaryota 	 Evosea 	 Eumycetozoa 	 Dictyosteliales 	 Dictyosteliaceae	sp|Q54QD1|PKS23_DICDI	None	None	None
bothref99_annots.tsv	sp|Q54QD3|PKS22_DICDI	PKS22_DICDI	sp|Q54QD3|PKS22_DICDI Probable polyketide synthase 22	Dictyostelium  sp.	 Eukaryota 	 Evosea 	 Eumycetozoa 	 Dictyosteliales 	 Dictyosteliaceae	sp|Q54QD3|PKS22_DICDI	None	None	None
bothref99_annots.tsv	sp|Q54T36|PKS19_DICDI	PKS19_DICDI	sp|Q54T36|PKS19_DICDI Probable polyketide synthase 19	Dictyostelium  sp.	 Eukaryota 	 Evosea 	 Eumycetozoa 	 Dictyosteliales 	 Dictyosteliaceae	sp|Q54T36|PKS19_DICDI	None	None	None
bothref99_annots.tsv	sp|Q54TW0|PKS18_DICDI	PKS18_DICDI	sp|Q54TW0|PKS18_DICDI Probable polyketide synthase 18	Dictyostelium  sp.	 Eukaryota 	 Evosea 	 Eumycetozoa 	 Dictyosteliales 	 Dictyosteliaceae	sp|Q54TW0|PKS18_DICDI	None	None	None
bothref99_annots.tsv	sp|Q558W4|PKS15_DICDI	PKS15_DICDI	sp|Q558W4|PKS15_DICDI Probable polyketide synthase 15	Dictyostelium  sp.	 Eukaryota 	 Evosea 	 Eumycetozoa 	 Dictyosteliales 	 Dictyosteliaceae	sp|Q558W4|PKS15_DICDI	None	None	None
bothref99_annots.tsv	sp|Q558Y6|PKS14_DICDI	PKS14_DICDI	sp|Q558Y6|PKS14_DICDI Probable polyketide synthase 14	Dictyostelium  sp.	 Eukaryota 	 Evosea 	 Eumycetozoa 	 Dictyosteliales 	 Dictyosteliaceae	sp|Q558Y6|PKS14_DICDI	None	None	None
bothref99_annots.tsv	sp|Q559A9|PKS13_DICDI	PKS13_DICDI	sp|Q559A9|PKS13_DICDI Probable polyketide synthase 13	Dictyostelium  sp.	 Eukaryota 	 Evosea 	 Eumycetozoa 	 Dictyosteliales 	 Dictyosteliaceae	sp|Q559A9|PKS13_DICDI	None	None	None
bothref99_annots.tsv	sp|Q55CN6|PKS3_DICDI	PKS3_DICDI	sp|Q55CN6|PKS3_DICDI Probable polyketide synthase 3	Dictyostelium  sp.	 Eukaryota 	 Evosea 	 Eumycetozoa 	 Dictyosteliales 	 Dictyosteliaceae	sp|Q55CN6|PKS3_DICDI	None	None	None
bothref99_annots.tsv	sp|Q55DM7|PKS2_DICDI	PKS2_DICDI	sp|Q55DM7|PKS2_DICDI Probable polyketide synthase 2	Dictyostelium  sp.	 Eukaryota 	 Evosea 	 Eumycetozoa 	 Dictyosteliales 	 Dictyosteliaceae	sp|Q55DM7|PKS2_DICDI	None	None	None
bothref99_annots.tsv	sp|Q55E72|PKS1_DICDI	PKS1_DICDI	sp|Q55E72|PKS1_DICDI Probable polyketide synthase 1	Dictyostelium  sp.	 Eukaryota 	 Evosea 	 Eumycetozoa 	 Dictyosteliales 	 Dictyosteliaceae	sp|Q55E72|PKS1_DICDI	None	None	None
bothref99_annots.tsv	sp|Q5ATG8|APDA_EMENI	APDA_EMENI	sp|Q5ATG8|APDA_EMENI Hybrid PKS-NRPS synthetase apdA	Emericella nidulans 	 Fungi 	 Ascomycota 	 Eurotiomycetes 	 Eurotiales 	 Aspergillaceae	BGC0000959__CBF80487.1	None	None	None
bothref99_annots.tsv	sp|Q5ATJ7|AUSA_EMENI	AUSA_EMENI	sp|Q5ATJ7|AUSA_EMENI Non-reducing polyketide synthase ausA	Emericella nidulans 	 Fungi 	 Ascomycota 	 Eurotiomycetes 	 Eurotiales 	 Aspergillaceae	sp|Q5ATJ7|AUSA_EMENI	None	None	None
bothref99_annots.tsv	sp|Q5AUX1|ORSA_EMENI	ORSA_EMENI	sp|Q5AUX1|ORSA_EMENI Orsellinic acid synthase	Emericella nidulans 	 Fungi 	 Ascomycota 	 Eurotiomycetes 	 Eurotiales 	 Aspergillaceae	BGC0000057__EAA59563.1	None	None	None
bothref99_annots.tsv	sp|Q5AUX7|DBAI_EMENI	DBAI_EMENI	sp|Q5AUX7|DBAI_EMENI Non-reducing polyketide synthase dbaI	Emericella nidulans 	 Fungi 	 Ascomycota 	 Eurotiomycetes 	 Eurotiales 	 Aspergillaceae	sp|Q5AUX7|DBAI_EMENI	None	None	None
bothref99_annots.tsv	sp|Q5AXA9|PKGA_EMENI	PKGA_EMENI	sp|Q5AXA9|PKGA_EMENI Non-reducing polyketide synthase pkgA	Emericella nidulans 	 Fungi 	 Ascomycota 	 Eurotiomycetes 	 Eurotiales 	 Aspergillaceae	BGC0000013__CBF79143.1	None	None	None
bothref99_annots.tsv	sp|Q5AZ32|PKBA_EMENI	PKBA_EMENI	sp|Q5AZ32|PKBA_EMENI Non-reducing polyketide synthase pkbA	Emericella nidulans 	 Fungi 	 Ascomycota 	 Eurotiomycetes 	 Eurotiales 	 Aspergillaceae	BGC0000037__CBF69451.1	None	None	None
bothref99_annots.tsv	sp|Q5B0D0|APTA_EMENI	APTA_EMENI	sp|Q5B0D0|APTA_EMENI Non-reducing polyketide synthase aptA	Emericella nidulans 	 Fungi 	 Ascomycota 	 Eurotiomycetes 	 Eurotiales 	 Aspergillaceae	BGC0000684__CBF70387.1	None	None	None
bothref99_annots.tsv	sp|Q5B7U4|PKIA_EMENI	PKIA_EMENI	sp|Q5B7U4|PKIA_EMENI Non-reducing polyketide synthase pkiA	Emericella nidulans 	 Fungi 	 Ascomycota 	 Eurotiomycetes 	 Eurotiales 	 Aspergillaceae	sp|Q5B7U4|PKIA_EMENI	None	None	None
bothref99_annots.tsv	sp|Q5B8A0|PKFA_EMENI	PKFA_EMENI	sp|Q5B8A0|PKFA_EMENI Non-reducing polyketide synthase pkfA	Emericella nidulans 	 Fungi 	 Ascomycota 	 Eurotiomycetes 	 Eurotiales 	 Aspergillaceae	BGC0001722__CBF83139.1	None	None	None
bothref99_annots.tsv	sp|Q5BA83|EASB_EMENI	EASB_EMENI	sp|Q5BA83|EASB_EMENI Highly reducing polyketide synthase easB	Emericella nidulans 	 Fungi 	 Ascomycota 	 Eurotiomycetes 	 Eurotiales 	 Aspergillaceae	BGC0001290__CBF87072.1	None	None	None
bothref99_annots.tsv	sp|Q5BBP5|PKHB_EMENI	PKHB_EMENI	sp|Q5BBP5|PKHB_EMENI Highly reducing polyketide synthase pkhB	Emericella nidulans 	 Fungi 	 Ascomycota 	 Eurotiomycetes 	 Eurotiales 	 Aspergillaceae	sp|Q5BBP5|PKHB_EMENI	None	None	None
bothref99_annots.tsv	sp|Q5BBP8|PKHA_EMENI	PKHA_EMENI	sp|Q5BBP8|PKHA_EMENI Non-reducing polyketide synthase pkhA	Emericella nidulans 	 Fungi 	 Ascomycota 	 Eurotiomycetes 	 Eurotiales 	 Aspergillaceae	sp|Q5BBP8|PKHA_EMENI	None	None	None
bothref99_annots.tsv	sp|Q5BEJ4|AFOG_EMENI	AFOG_EMENI	sp|Q5BEJ4|AFOG_EMENI Asperfuranone polyketide synthase afoG	Emericella nidulans 	 Fungi 	 Ascomycota 	 Eurotiomycetes 	 Eurotiales 	 Aspergillaceae	BGC0000022__EAA65604.1	None	None	None
bothref99_annots.tsv	sp|Q5BEJ6|AFOE_EMENI	AFOE_EMENI	sp|Q5BEJ6|AFOE_EMENI Iterative polyketide synthase afoE	Emericella nidulans 	 Fungi 	 Ascomycota 	 Eurotiomycetes 	 Eurotiales 	 Aspergillaceae	BGC0000022__EAA65602.1	None	None	None
bothref99_annots.tsv	sp|Q5BG07|PKDA_EMENI	PKDA_EMENI	sp|Q5BG07|PKDA_EMENI Non-reducing polyketide synthase pkdA	Emericella nidulans 	 Fungi 	 Ascomycota 	 Eurotiomycetes 	 Eurotiales 	 Aspergillaceae	sp|Q5BG07|PKDA_EMENI	None	None	None
bothref99_annots.tsv	sp|Q5BH30|MDPG_EMENI	MDPG_EMENI	sp|Q5BH30|MDPG_EMENI Atrochrysone carboxylic acid synthase	Emericella nidulans 	 Fungi 	 Ascomycota 	 Eurotiomycetes 	 Eurotiales 	 Aspergillaceae	sp|Q5BH30|MDPG_EMENI	None	None	None
bothref99_annots.tsv	sp|Q5KTM9|ALT5_ALTSO	ALT5_ALTSO	sp|Q5KTM9|ALT5_ALTSO Highly reducing polyketide synthase alt5	 Alternaria  sp.	 Fungi 	 Ascomycota 	 Dothideomycetes 	 Pleosporales 	 Pleosporaceae	BGC0000012__BAD83684.1	None	None	None
bothref99_annots.tsv	sp|Q5SBL6|FSDS_FUSHE	FSDS_FUSHE	sp|Q5SBL6|FSDS_FUSHE Fusaridione A synthetase fsdS	 Fusarium  sp.	 Fungi 	 Ascomycota 	 Sordariomycetes 	 Hypocreales 	 Nectriaceae	BGC0000992__AAV66110.2	None	None	None
bothref99_annots.tsv	sp|Q65Z23|CITS_MONPU	CITS_MONPU	sp|Q65Z23|CITS_MONPU Citrinin polyketide synthase	Monascus  sp.	 Fungi 	 Ascomycota 	 Eurotiomycetes 	 Eurotiales 	 Aspergillaceae	BGC0001338__ALI92655.1	None	None	None
bothref99_annots.tsv	sp|Q6DQW3|CTB1_CERNC	CTB1_CERNC	sp|Q6DQW3|CTB1_CERNC Non-reducing polyketide synthase CTB1	Cercospora  sp.	 Fungi 	 Ascomycota 	 Dothideomycetes 	 Mycosphaerellales 	 Mycosphaerellaceae	BGC0001541__PIB02405.1	None	None	None
bothref99_annots.tsv	sp|Q71SP7|FAS_BOVIN	FAS_BOVIN	sp|Q71SP7|FAS_BOVIN Fatty acid synthase	Bos  sp.	 Metazoa 	 Chordata 	 Mammalia 	 Artiodactyla 	 Bovidae	sp|Q71SP7|FAS_BOVIN	None	None	None
bothref99_annots.tsv	sp|Q7SHI6|SRDA_NEUCR	SRDA_NEUCR	sp|Q7SHI6|SRDA_NEUCR Highly reducing polyketide synthase srdA	Neurospora crassa 	 Fungi 	 Ascomycota 	 Sordariomycetes 	 Sordariales 	 Sordariaceae	BGC0002729__EAA36364.1	None	None	None
bothref99_annots.tsv	sp|Q7TVK8|PHAS_MYCBO	PHAS_MYCBO	sp|Q7TVK8|PHAS_MYCBO Phthioceranic/hydroxyphthioceranic acid synthase	 Mycobacterium tuberculosis 	 Bacteria 	 Actinobacteria 	 Actinomycetia 	 Corynebacteriales 	 Mycobacteriaceae	sp|A1KQG0|PHAS_MYCBP	None	None	None
bothref99_annots.tsv	sp|Q7TXK8|MSL7_MYCBO	MSL7_MYCBO	sp|Q7TXK8|MSL7_MYCBO Phenolphthiocerol synthesis polyketide synthase type I Pks15/1	 Mycobacterium tuberculosis 	 Bacteria 	 Actinobacteria 	 Actinomycetia 	 Corynebacteriales 	 Mycobacteriaceae	sp|Q7TXK8|MSL7_MYCBO	None	None	None
bothref99_annots.tsv	sp|Q7TXL6|PPSE_MYCBO	PPSE_MYCBO	sp|Q7TXL6|PPSE_MYCBO Phenolphthiocerol/phthiocerol polyketide synthase subunit E	 Mycobacterium tuberculosis 	 Bacteria 	 Actinobacteria 	 Actinomycetia 	 Corynebacteriales 	 Mycobacteriaceae	sp|P9WQE0|PPSE_MYCTO	None	None	None
bothref99_annots.tsv	sp|Q7TXL7|PPSD_MYCBO	PPSD_MYCBO	sp|Q7TXL7|PPSD_MYCBO Phenolphthiocerol/phthiocerol polyketide synthase subunit C	 Mycobacterium tuberculosis 	 Bacteria 	 Actinobacteria 	 Actinomycetia 	 Corynebacteriales 	 Mycobacteriaceae	sp|P9WQE2|PPSD_MYCTO	None	None	None
bothref99_annots.tsv	sp|Q7TXL8|PPSC_MYCBO	PPSC_MYCBO	sp|Q7TXL8|PPSC_MYCBO Phenolphthiocerol/phthiocerol polyketide synthase subunit C	 Mycobacterium tuberculosis 	 Bacteria 	 Actinobacteria 	 Actinomycetia 	 Corynebacteriales 	 Mycobacteriaceae	sp|P96202|PPSC_MYCTU	None	None	None
bothref99_annots.tsv	sp|Q7TXL9|PPSB_MYCBO	PPSB_MYCBO	sp|Q7TXL9|PPSB_MYCBO Phenolphthiocerol/phthiocerol polyketide synthase subunit B	 Mycobacterium tuberculosis 	 Bacteria 	 Actinobacteria 	 Actinomycetia 	 Corynebacteriales 	 Mycobacteriaceae	sp|P9WQE4|PPSB_MYCTO	None	None	None
bothref99_annots.tsv	sp|Q7TXM0|PPSA_MYCBO	PPSA_MYCBO	sp|Q7TXM0|PPSA_MYCBO Phenolphthiocerol/phthiocerol polyketide synthase subunit A	 Mycobacterium tuberculosis 	 Bacteria 	 Actinobacteria 	 Actinomycetia 	 Corynebacteriales 	 Mycobacteriaceae	sp|P9WQE6|PPSA_MYCTO	None	None	None
bothref99_annots.tsv	sp|Q84HC6|NCSB_STRCZ	NCSB_STRCZ	sp|Q84HC6|NCSB_STRCZ Neocarzinostatin naphthoate synthase	Streptomyces  sp.	 Bacteria 	 Actinobacteria 	 Actinomycetia 	 Streptomycetales 	 Streptomycetaceae	sp|Q84HC6|NCSB_STRCZ	None	None	None
bothref99_annots.tsv	sp|Q869W9|PKS16_DICDI	PKS16_DICDI	sp|Q869W9|PKS16_DICDI Probable polyketide synthase 16	Dictyostelium  sp.	 Eukaryota 	 Evosea 	 Eumycetozoa 	 Dictyosteliales 	 Dictyosteliaceae	sp|Q869W9|PKS16_DICDI	None	None	None
bothref99_annots.tsv	sp|Q869X2|PKS17_DICDI	PKS17_DICDI	sp|Q869X2|PKS17_DICDI Probable polyketide synthase 17	Dictyostelium  sp.	 Eukaryota 	 Evosea 	 Eumycetozoa 	 Dictyosteliales 	 Dictyosteliaceae	sp|Q869X2|PKS17_DICDI	None	None	None
bothref99_annots.tsv	sp|Q86AE3|PKS9_DICDI	PKS9_DICDI	sp|Q86AE3|PKS9_DICDI Probable polyketide synthase 9/36	Dictyostelium  sp.	 Eukaryota 	 Evosea 	 Eumycetozoa 	 Dictyosteliales 	 Dictyosteliaceae	sp|Q86AE3|PKS9_DICDI	None	None	None
bothref99_annots.tsv	sp|Q86JI5|PKS5_DICDI	PKS5_DICDI	sp|Q86JI5|PKS5_DICDI Probable polyketide synthase 5	Dictyostelium  sp.	 Eukaryota 	 Evosea 	 Eumycetozoa 	 Dictyosteliales 	 Dictyosteliaceae	sp|Q86JI5|PKS5_DICDI	None	None	None
bothref99_annots.tsv	sp|Q86ZD9|SQTKS_PHOSC	SQTKS_PHOSC	sp|Q86ZD9|SQTKS_PHOSC Squalestatin tetraketide synthase	 Phoma  sp.	 Fungi 	 Ascomycota 	 Dothideomycetes 	 Pleosporales 	 Didymellaceae	sp|Q86ZD9|SQTKS_PHOSC	None	None	None
bothref99_annots.tsv	sp|Q8J0F5|MLCB_PENCI	MLCB_PENCI	sp|Q8J0F5|MLCB_PENCI Compactin diketide synthase mlcB	Penicillium  sp.	 Fungi 	 Ascomycota 	 Eurotiomycetes 	 Eurotiales 	 Aspergillaceae	BGC0000039__BAC20566.1	None	None	None
bothref99_annots.tsv	sp|Q8J0F7|MLCA_PENCI	MLCA_PENCI	sp|Q8J0F7|MLCA_PENCI Compactin nonaketide synthase, polyketide synthase component	Penicillium  sp.	 Fungi 	 Ascomycota 	 Eurotiomycetes 	 Eurotiales 	 Aspergillaceae	BGC0000039__BAC20564.1	None	None	None
bothref99_annots.tsv	sp|Q9Y7D5|LOVF_ASPTE	LOVF_ASPTE	sp|Q9Y7D5|LOVF_ASPTE Lovastatin diketide synthase lovF	 Aspergillus  sp.	 Fungi 	 Ascomycota 	 Eurotiomycetes 	 Eurotiales 	 Aspergillaceae	BGC0000088__AAD34559.1	None	None	None
bothref99_annots.tsv	sp|Q9Y8A5|LOVB_ASPTE	LOVB_ASPTE	sp|Q9Y8A5|LOVB_ASPTE Lovastatin nonaketide synthase, polyketide synthase component	 Aspergillus  sp.	 Fungi 	 Ascomycota 	 Eurotiomycetes 	 Eurotiales 	 Aspergillaceae	sp|Q9Y8A5|LOVB_ASPTE	None	None	None
bothref99_annots.tsv	sp|Q9ZGI2|PIKA4_STRVZ	PIKA4_STRVZ	sp|Q9ZGI2|PIKA4_STRVZ Narbonolide/10-deoxymethynolide synthase PikA4, module 6	Streptomyces  sp.	 Bacteria 	 Actinobacteria 	 Actinomycetia 	 Streptomycetales 	 Streptomycetaceae	sp|Q9ZGI2|PIKA4_STRVZ	None	None	None
bothref99_annots.tsv	sp|Q9ZGI3|PIKA3_STRVZ	PIKA3_STRVZ	sp|Q9ZGI3|PIKA3_STRVZ Narbonolide/10-deoxymethynolide synthase PikA3, module 5	Streptomyces  sp.	 Bacteria 	 Actinobacteria 	 Actinomycetia 	 Streptomycetales 	 Streptomycetaceae	sp|Q9ZGI3|PIKA3_STRVZ	None	None	None
bothref99_annots.tsv	sp|Q9ZGI4|PIKA2_STRVZ__1	PIKA2_STRVZ	Part#1; sp|Q9ZGI4|PIKA2_STRVZ Narbonolide/10-deoxymethynolide synthase PikA2, modules 3 and 4	Streptomyces  sp.	 Bacteria 	 Actinobacteria 	 Actinomycetia 	 Streptomycetales 	 Streptomycetaceae	sp|Q9ZGI4|PIKA2_STRVZ__1	None	None	None
bothref99_annots.tsv	sp|Q9ZGI4|PIKA2_STRVZ__2	PIKA2_STRVZ	Part#2; sp|Q9ZGI4|PIKA2_STRVZ Narbonolide/10-deoxymethynolide synthase PikA2, modules 3 and 4	Streptomyces  sp.	 Bacteria 	 Actinobacteria 	 Actinomycetia 	 Streptomycetales 	 Streptomycetaceae	sp|Q9ZGI4|PIKA2_STRVZ__2	None	None	None
bothref99_annots.tsv	sp|Q9ZGI5|PIKA1_STRVZ__1	PIKA1_STRVZ	Part#1; sp|Q9ZGI5|PIKA1_STRVZ Narbonolide/10-deoxymethynolide synthase PikA1, modules 1 and 2	Streptomyces  sp.	 Bacteria 	 Actinobacteria 	 Actinomycetia 	 Streptomycetales 	 Streptomycetaceae	sp|Q9ZGI5|PIKA1_STRVZ__1	None	None	None
bothref99_annots.tsv	sp|Q9ZGI5|PIKA1_STRVZ__2	PIKA1_STRVZ	Part#2; sp|Q9ZGI5|PIKA1_STRVZ Narbonolide/10-deoxymethynolide synthase PikA1, modules 1 and 2	Streptomyces  sp.	 Bacteria 	 Actinobacteria 	 Actinomycetia 	 Streptomycetales 	 Streptomycetaceae	sp|Q9ZGI5|PIKA1_STRVZ__2	None	None	None
bothref99_annots.tsv	sp|Q9ZGI5|PIKA1_STRVZ__3	PIKA1_STRVZ	Part#3; sp|Q9ZGI5|PIKA1_STRVZ Narbonolide/10-deoxymethynolide synthase PikA1, modules 1 and 2	Streptomyces  sp.	 Bacteria 	 Actinobacteria 	 Actinomycetia 	 Streptomycetales 	 Streptomycetaceae	sp|Q9ZGI5|PIKA1_STRVZ__3	None	None	None
bothref99_annots.tsv	sp|R4WH05|ACRS2_ALTAL	ACRS2_ALTAL	sp|R4WH05|ACRS2_ALTAL Highly reducing polyketide synthase ACRTS2	 Alternaria  sp.	 Fungi 	 Ascomycota 	 Dothideomycetes 	 Pleosporales 	 Pleosporaceae	BGC0001252__BAN19720.1	None	None	None
bothref99_annots.tsv	sp|S0DRI1|FUB1_GIBF5	FUB1_GIBF5	sp|S0DRI1|FUB1_GIBF5 Reducing polyketide synthase FUB1	Gibberella fujikuroi 	 Fungi 	 Ascomycota 	 Sordariomycetes 	 Hypocreales 	 Nectriaceae	sp|S0DRI1|FUB1_GIBF5	None	None	None
bothref99_annots.tsv	sp|S0DS59|EQXS_GIBF5	EQXS_GIBF5	sp|S0DS59|EQXS_GIBF5 Trichosetin synthetase PKS-NRPS1	Gibberella fujikuroi 	 Fungi 	 Ascomycota 	 Sordariomycetes 	 Hypocreales 	 Nectriaceae	sp|S0DS59|EQXS_GIBF5	None	None	None
bothref99_annots.tsv	sp|S0DTP6|FSR1_GIBF5	FSR1_GIBF5	sp|S0DTP6|FSR1_GIBF5 Non-reducing polyketide synthase fsr1	Gibberella fujikuroi 	 Fungi 	 Ascomycota 	 Sordariomycetes 	 Hypocreales 	 Nectriaceae	BGC0001242__CCE67070.1	None	None	None
bothref99_annots.tsv	sp|S0DZM7|BIK1_GIBF5	BIK1_GIBF5	sp|S0DZM7|BIK1_GIBF5 Bikaverin polyketide synthase bik1	Gibberella fujikuroi 	 Fungi 	 Ascomycota 	 Sordariomycetes 	 Hypocreales 	 Nectriaceae	BGC0000030__CCT67991.1	None	None	None
bothref99_annots.tsv	sp|S0EET5|FUJ1_GIBF5	FUJ1_GIBF5	sp|S0EET5|FUJ1_GIBF5 Polyketide synthase 19	Gibberella fujikuroi 	 Fungi 	 Ascomycota 	 Sordariomycetes 	 Hypocreales 	 Nectriaceae	BGC0001305__CCT72377.1	None	None	None
bothref99_annots.tsv	sp|S0EEY3|FUS1_GIBF5	FUS1_GIBF5	sp|S0EEY3|FUS1_GIBF5 Fusarin C synthetase	Gibberella fujikuroi 	 Fungi 	 Ascomycota 	 Sordariomycetes 	 Hypocreales 	 Nectriaceae	BGC0001268__AFP73394.1	None	None	None
bothref99_annots.tsv	sp|S0EMV0|GPY1_GIBF5	GPY1_GIBF5	sp|S0EMV0|GPY1_GIBF5 Highly reducing polyketide synthase GPY1	Gibberella fujikuroi 	 Fungi 	 Ascomycota 	 Sordariomycetes 	 Hypocreales 	 Nectriaceae	BGC0001606__CCT75967.1	None	None	None
bothref99_annots.tsv	sp|S3D9F1|GLOL_GLAL2	GLOL_GLAL2	sp|S3D9F1|GLOL_GLAL2 Highly reducing polyketide synthase gloL	Glarea lozoyensis 	 Fungi 	 Ascomycota 	 Leotiomycetes 	 Helotiales 	 Helotiaceae	BGC0001035__EPE34340.1	None	None	None
bothref99_annots.tsv	sp|S4W172|EQXS_FUSHE	EQXS_FUSHE	sp|S4W172|EQXS_FUSHE Equisetin synthetase eqxS	 Fusarium  sp.	 Fungi 	 Ascomycota 	 Sordariomycetes 	 Hypocreales 	 Nectriaceae	BGC0001255__AGO86662.1	None	None	None
bothref99_annots.tsv	sp|S7Z800|OPDA_PENO1	OPDA_PENO1	sp|S7Z800|OPDA_PENO1 Hybrid PKS-NRPs synthetase opdA	Penicillium oxalicum 	 Fungi 	 Ascomycota 	 Eurotiomycetes 	 Eurotiales 	 Aspergillaceae	sp|S7Z800|OPDA_PENO1	None	None	None
bothref99_annots.tsv	sp|S7ZFK6|POXE_PENO1	POXE_PENO1	sp|S7ZFK6|POXE_PENO1 Hybrid PKS-NRPS synthetase poxE	Penicillium oxalicum 	 Fungi 	 Ascomycota 	 Eurotiomycetes 	 Eurotiales 	 Aspergillaceae	BGC0001724__EPS29069.1	None	None	None
bothref99_annots.tsv	sp|V5Y0F7|AF161_ALTAL	AF161_ALTAL	sp|V5Y0F7|AF161_ALTAL Reducing polyketide synthase AFT16-1	 Alternaria  sp.	 Fungi 	 Ascomycota 	 Dothideomycetes 	 Pleosporales 	 Pleosporaceae	sp|V5Y0F7|AF161_ALTAL	None	None	None
bothref99_annots.tsv	sp|W3X7U2|PFMAE_PESFW	PFMAE_PESFW	sp|W3X7U2|PFMAE_PESFW Conidial pigment polyketide synthase PfmaE	Pestalotiopsis fici 	 Fungi 	 Ascomycota 	 Sordariomycetes 	 Xylariales 	 Sporocadaceae	BGC0002161__ETS82099.1	None	None	None
bothref99_annots.tsv	sp|W6QL47|MPAC_PENRF	MPAC_PENRF	sp|W6QL47|MPAC_PENRF Non-reducing polyketide synthase mapC	Penicillium roqueforti 	 Fungi 	 Ascomycota 	 Eurotiomycetes 	 Eurotiales 	 Aspergillaceae	BGC0001360__CDM36726.1	None	None	None
bothref99_annots.tsv	sp|W7LKX1|FUM1_GIBM7	FUM1_GIBM7	sp|W7LKX1|FUM1_GIBM7 Highly reducing polyketide synthase FUM1	Gibberella moniliformis 	 Fungi 	 Ascomycota 	 Sordariomycetes 	 Hypocreales 	 Nectriaceae	BGC0000062__AAD43562.2	None	None	None
bothref99_annots.tsv	sp|W7MLD7|FUS1_GIBM7	FUS1_GIBM7	sp|W7MLD7|FUS1_GIBM7 Fusarin C synthetase	Gibberella moniliformis 	 Fungi 	 Ascomycota 	 Sordariomycetes 	 Hypocreales 	 Nectriaceae	BGC0000064__AAT28740.1	None	None	None
bothref99_annots.tsv	sp|W7MT31|FUB1_GIBM7	FUB1_GIBM7	sp|W7MT31|FUB1_GIBM7 Reducing polyketide synthase FUB1	Gibberella moniliformis 	 Fungi 	 Ascomycota 	 Sordariomycetes 	 Hypocreales 	 Nectriaceae	BGC0001190__EWG54266.1	None	None	None
genomic_annots.tsv	Aspergillus_fijiensis__gene3494	None	gene3494 (BO72DRAFT_44479)	Aspergillus fijiensis CBS 313.89	None	None	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus_fijiensis__gene3494	Aspergillus_fijiensis__gene3494	1-261,326-804,858-5820,5874-6725	1-261,291-800,830-5823,5853-6735
genomic_annots.tsv	Aspergillus_fijiensis__gene649	None	gene649 (BO72DRAFT_419847)	Aspergillus fijiensis CBS 313.89	None	None	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus_fijiensis__gene649	Aspergillus_fijiensis__gene649	1-210,277-421,515-783,859-1221,1297-2251,2353-5699,5745-6734,6808-7534,7635-7786	1-210,240-415,445-744,774-1167,1197-2182,2212-5589,5619-6639,6669-7426,7456-7638
genomic_annots.tsv	Aspergillus_homomorphus__gene10428	None	gene10428 (BO97DRAFT_429106)	Aspergillus homomorphus CBS 101889	None	None	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus_homomorphus__gene10428	Aspergillus_homomorphus__gene10428	1-273,336-5777,5831-6682	1-273,303-5775,5805-6687
genomic_annots.tsv	Aspergillus_kawachii__gene9341	None	gene9341 (AKAW_09342)	Aspergillus kawachii IFO 4308	None	None	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus_kawachii__gene9341	Aspergillus_kawachii__gene9341	1-636,702-1050,1106-1190,1239-1398,1448-1981,2040-2160,2211-2370,2432-4477,4578-4779,4841-5176,5223-5284,5338-5426,5473-7232,7280-7600,7667-8494	1-636,666-1045,1075-1190,1220-1410,1440-2004,2034-2185,2215-2405,2435-4511,4541-4773,4803-5169,5199-5291,5321-5440,5470-7260,7290-7641,7671-8529
genomic_annots.tsv	Aspergillus_thermomutatus__gene1680	None	gene1680 (CDV56_100578)	Aspergillus thermomutatus	None	None	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus_thermomutatus__gene1680	Aspergillus_thermomutatus__gene1680	1-276,327-413,481-538,589-928,978-1507,1591-2172,2253-6892,6939-7259,7320-8141	1-276,306-423,453-541,571-941,971-1531,1561-2173,2203-6873,6903-7254,7284-8136
genomic_annots.tsv	Aspergillus_ustus__gene-HK57_00585	None	HK57_00585	Aspergillus ustus	None	None	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus_ustus__gene-HK57_00585	Aspergillus_ustus__gene-HK57_00585	1-16,238-339,476-933,987-1131,1193-5593,5664-7429,7488-7808,7875-8780	1-16,46-178,208-696,726-901,931-5362,5392-7188,7218-7569,7599-8535
genomic_annots.tsv	Aspergillus_ustus__gene-HK57_00634	None	HK57_00634	Aspergillus ustus	None	None	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus_ustus__gene-HK57_00634	Aspergillus_ustus__gene-HK57_00634	1-115,164-993,1045-1155,1205-4066,4121-5298,5353-7360	1-115,145-1005,1035-1176,1206-4098,4128-5336,5366-7404
